λ,MAE (pm),RMSE (pm),R²
0.0,4.122573069697385,12.796396968519103,0.9985575766260896
0.01,3.3600969752546708,13.364297631895,0.9984267069613919
0.1,3.663826837877021,18.16859390151114,0.9970922304893032
1.0,3.639433985458373,11.244709506133265,0.9988861830474094
10.0,84.64308876606904,104.57284329877211,0.9036714161173169
100.0,400.956356130444,460.1391032815644,-0.8650721042625569
