Time,CH1,CH2,CH3,CH4,Wavelength,delta_lambda_pm
286.196946,1,0,0,0,1524.33119,-278.78999999984444
286.396944,1,0,0,0,1524.33119,-278.78999999984444
286.596941,1,0,0,0,1524.32911,-280.8700000000499
286.796939,1,0,0,0,1524.33081,-279.1700000000219
286.996937,1,0,0,0,1524.331,-278.98000000004686
287.196935,1,0,0,0,1524.33289,-277.0900000000438
287.396933,1,0,0,0,1524.331,-278.98000000004686
287.596931,1,0,0,0,1524.331,-278.98000000004686
287.796929,1,0,0,0,1524.32892,-281.06000000002496
287.996926,1,0,0,0,1524.3293,-280.6799999998475
288.196924,1,0,0,0,1524.3293,-280.6799999998475
288.396922,1,0,0,0,1524.3293,-280.6799999998475
288.59692,1,0,0,0,1524.32723,-282.74999999985084
288.796918,1,0,0,0,1524.3293,-280.6799999998475
288.996916,1,0,0,0,1524.3293,-280.6799999998475
289.196914,1,0,0,0,1524.32911,-280.8700000000499
289.396911,1,0,0,0,1524.33119,-278.78999999984444
289.596909,1,0,0,0,1524.32911,-280.8700000000499
289.796907,1,0,0,0,1524.3293,-280.6799999998475
289.996905,1,0,0,0,1524.32911,-280.8700000000499
290.196903,1,0,0,0,1524.3293,-280.6799999998475
290.396901,1,0,0,0,1524.32911,-280.8700000000499
290.596899,1,0,0,0,1524.32911,-280.8700000000499
290.796897,1,0,0,0,1524.33101,-278.96999999984473
290.996895,1,0,0,0,1524.33271,-277.2700000000441
291.196893,1,0,0,0,1524.33082,-279.16000000004715
291.39689,1,0,0,0,1524.32911,-280.8700000000499
291.596888,1,0,0,0,1524.33082,-279.16000000004715
291.796886,1,0,0,0,1524.32723,-282.74999999985084
291.996884,1,0,0,0,1524.3293,-280.6799999998475
292.196882,1,0,0,0,1524.33119,-278.78999999984444
292.39688,1,0,0,0,1524.33138,-278.5999999998694
292.596878,1,0,0,0,1524.331,-278.98000000004686
292.796875,1,0,0,0,1524.32911,-280.8700000000499
292.996873,1,0,0,0,1524.33289,-277.0900000000438
293.196871,1,0,0,0,1524.3293,-280.6799999998475
293.396869,1,0,0,0,1524.33081,-279.1700000000219
293.596867,1,0,0,0,1524.331,-278.98000000004686
293.796865,1,0,0,0,1524.33289,-277.0900000000438
293.996863,1,0,0,0,1524.331,-278.98000000004686
294.196861,1,0,0,0,1524.32723,-282.74999999985084
294.396858,1,0,0,0,1524.33082,-279.16000000004715
294.596856,1,0,0,0,1524.33119,-278.78999999984444
294.796854,1,0,0,0,1524.33119,-278.78999999984444
294.996852,1,0,0,0,1524.3293,-280.6799999998475
295.19685,1,0,0,0,1524.32911,-280.8700000000499
295.396848,1,0,0,0,1524.331,-278.98000000004686
295.596846,1,0,0,0,1524.32722,-282.76000000005297
295.796844,1,0,0,0,1524.3293,-280.6799999998475
295.996841,1,0,0,0,1524.32723,-282.74999999985084
296.196839,1,0,0,0,1524.32911,-280.8700000000499
296.396837,1,0,0,0,1524.32911,-280.8700000000499
296.596835,1,0,0,0,1524.32893,-281.0500000000502
296.796833,1,0,0,0,1524.32893,-281.0500000000502
296.996831,1,0,0,0,1524.32742,-282.5599999998758
297.196829,1,0,0,0,1524.33101,-278.96999999984473
297.396827,1,0,0,0,1524.32741,-282.56999999985055
297.596824,1,0,0,0,1524.3293,-280.6799999998475
297.796822,1,0,0,0,1524.33101,-278.96999999984473
297.99682,1,0,0,0,1524.32704,-282.94000000005326
298.196818,1,0,0,0,1524.32912,-280.8599999998478
298.396816,1,0,0,0,1524.32912,-280.8599999998478
298.596814,1,0,0,0,1524.33101,-278.96999999984473
298.796812,1,0,0,0,1524.32931,-280.66999999987274
298.996809,1,0,0,0,1524.32912,-280.8599999998478
299.196807,1,0,0,0,1524.33101,-278.96999999984473
299.396805,1,0,0,0,1524.32742,-282.5599999998758
299.596803,1,0,0,0,1524.32723,-282.74999999985084
299.796801,1,0,0,0,1524.32723,-282.74999999985084
299.996799,1,0,0,0,1524.33101,-278.96999999984473
300.196797,1,0,0,0,1524.33101,-278.96999999984473
300.396795,1,0,0,0,1524.32912,-280.8599999998478
300.596792,1,0,0,0,1524.32931,-280.66999999987274
300.79679,1,0,0,0,1524.32931,-280.66999999987274
300.996788,1,0,0,0,1524.32931,-280.66999999987274
301.196786,1,0,0,0,1524.32742,-282.5599999998758
301.396784,1,0,0,0,1524.32912,-280.8599999998478
301.596782,1,0,0,0,1524.32723,-282.74999999985084
301.79678,1,0,0,0,1524.3312,-278.7799999998697
301.996778,1,0,0,0,1524.32931,-280.66999999987274
302.196775,1,0,0,0,1524.33101,-278.96999999984473
302.396773,1,0,0,0,1524.33101,-278.96999999984473
302.596771,1,0,0,0,1524.33119,-278.78999999984444
302.796769,1,0,0,0,1524.33082,-279.16000000004715
302.996767,1,0,0,0,1524.32704,-282.94000000005326
303.196765,1,0,0,0,1524.32911,-280.8700000000499
303.396763,1,0,0,0,1524.32911,-280.8700000000499
303.596761,1,0,0,0,1524.32893,-281.0500000000502
303.796758,1,0,0,0,1524.3293,-280.6799999998475
303.996756,1,0,0,0,1524.3259,-284.0799999999035
304.196754,1,0,0,0,1524.33271,-277.2700000000441
304.396752,1,0,0,0,1524.32911,-280.8700000000499
304.59675,1,0,0,0,1524.33101,-278.96999999984473
304.796748,1,0,0,0,1524.32911,-280.8700000000499
304.996746,1,0,0,0,1524.33082,-279.16000000004715
305.196743,1,0,0,0,1524.32911,-280.8700000000499
305.396741,1,0,0,0,1524.3293,-280.6799999998475
305.596739,1,0,0,0,1524.33101,-278.96999999984473
305.796737,1,0,0,0,1524.32931,-280.66999999987274
305.996735,1,0,0,0,1524.32742,-282.5599999998758
306.196733,1,0,0,0,1524.32912,-280.8599999998478
306.396731,1,0,0,0,1524.3312,-278.7799999998697
306.596729,1,0,0,0,1524.32742,-282.5599999998758
306.796727,1,0,0,0,1524.33101,-278.96999999984473
306.996724,1,0,0,0,1524.32931,-280.66999999987274
307.196722,1,0,0,0,1524.32912,-280.8599999998478
307.39672,1,0,0,0,1524.32931,-280.66999999987274
307.596718,1,0,0,0,1524.3312,-278.7799999998697
307.796716,1,0,0,0,1524.32553,-284.44999999987886
307.996714,1,0,0,0,1524.32742,-282.5599999998758
308.196712,1,0,0,0,1524.32912,-280.8599999998478
308.39671,1,0,0,0,1524.32912,-280.8599999998478
308.596707,1,0,0,0,1524.32912,-280.8599999998478
308.796705,1,0,0,0,1524.32893,-281.0500000000502
308.996703,1,0,0,0,1524.33101,-278.96999999984473
309.196701,1,0,0,0,1524.3293,-280.6799999998475
309.396699,1,0,0,0,1524.3293,-280.6799999998475
309.596697,1,0,0,0,1524.32723,-282.74999999985084
309.796695,1,0,0,0,1524.32912,-280.8599999998478
309.996692,1,0,0,0,1524.33101,-278.96999999984473
310.19669,1,0,0,0,1524.32912,-280.8599999998478
310.396688,1,0,0,0,1524.32723,-282.74999999985084
310.596686,1,0,0,0,1524.33082,-279.16000000004715
310.796684,1,0,0,0,1524.32931,-280.66999999987274
310.996682,1,0,0,0,1524.33101,-278.96999999984473
311.19668,1,0,0,0,1524.32723,-282.74999999985084
311.396678,1,0,0,0,1524.33101,-278.96999999984473
311.596675,1,0,0,0,1524.33082,-279.16000000004715
311.796673,1,0,0,0,1524.32911,-280.8700000000499
311.996671,1,0,0,0,1524.3293,-280.6799999998475
312.196669,1,0,0,0,1524.32572,-284.2599999999038
312.396667,1,0,0,0,1524.33101,-278.96999999984473
312.596665,1,0,0,0,1524.32912,-280.8599999998478
312.796663,1,0,0,0,1524.32742,-282.5599999998758
312.996661,1,0,0,0,1524.32723,-282.74999999985084
313.196658,1,0,0,0,1524.32912,-280.8599999998478
313.396656,1,0,0,0,1524.32761,-282.36999999990076
313.596654,1,0,0,0,1524.32912,-280.8599999998478
313.796652,1,0,0,0,1524.33101,-278.96999999984473
313.99665,1,0,0,0,1524.32912,-280.8599999998478
314.196648,1,0,0,0,1524.32723,-282.74999999985084
314.396646,1,0,0,0,1524.32931,-280.66999999987274
314.596644,1,0,0,0,1524.32912,-280.8599999998478
314.796641,1,0,0,0,1524.32912,-280.8599999998478
314.996639,1,0,0,0,1524.32912,-280.8599999998478
315.196637,1,0,0,0,1524.32723,-282.74999999985084
315.396635,1,0,0,0,1524.32723,-282.74999999985084
315.596633,1,0,0,0,1524.32742,-282.5599999998758
315.796631,1,0,0,0,1524.32893,-281.0500000000502
315.996629,1,0,0,0,1524.32742,-282.5599999998758
316.196627,1,0,0,0,1524.32742,-282.5599999998758
316.396624,1,0,0,0,1524.33101,-278.96999999984473
316.596622,1,0,0,0,1524.32931,-280.66999999987274
316.79662,1,0,0,0,1524.3312,-278.7799999998697
316.996618,1,0,0,0,1524.3329,-277.0799999998417
317.196616,1,0,0,0,1524.33101,-278.96999999984473
317.396614,1,0,0,0,1524.32912,-280.8599999998478
317.596612,1,0,0,0,1524.33101,-278.96999999984473
317.79661,1,0,0,0,1524.32761,-282.36999999990076
317.996608,1,0,0,0,1524.32931,-280.66999999987274
318.196605,1,0,0,0,1524.33082,-279.16000000004715
318.396603,1,0,0,0,1524.32723,-282.74999999985084
318.596601,1,0,0,0,1524.32723,-282.74999999985084
318.796599,1,0,0,0,1524.33101,-278.96999999984473
318.996597,1,0,0,0,1524.32893,-281.0500000000502
319.196595,1,0,0,0,1524.32931,-280.66999999987274
319.396593,1,0,0,0,1524.32912,-280.8599999998478
319.596591,1,0,0,0,1524.32931,-280.66999999987274
319.796588,1,0,0,0,1524.3312,-278.7799999998697
319.996586,1,0,0,0,1524.32912,-280.8599999998478
320.196584,1,0,0,0,1524.32912,-280.8599999998478
320.396582,1,0,0,0,1524.32931,-280.66999999987274
320.59658,1,0,0,0,1524.32912,-280.8599999998478
320.796578,1,0,0,0,1524.32912,-280.8599999998478
320.996576,1,0,0,0,1524.32912,-280.8599999998478
321.196573,1,0,0,0,1524.32912,-280.8599999998478
321.396571,1,0,0,0,1524.32931,-280.66999999987274
321.596569,1,0,0,0,1524.32723,-282.74999999985084
321.796567,1,0,0,0,1524.32912,-280.8599999998478
321.996565,1,0,0,0,1524.3312,-278.7799999998697
322.196563,1,0,0,0,1524.32912,-280.8599999998478
322.396561,1,0,0,0,1524.32931,-280.66999999987274
322.596559,1,0,0,0,1524.32893,-281.0500000000502
322.796556,1,0,0,0,1524.32931,-280.66999999987274
322.996554,1,0,0,0,1524.32704,-282.94000000005326
323.196553,1,0,0,0,1524.32912,-280.8599999998478
323.39655,1,0,0,0,1524.32912,-280.8599999998478
323.596548,1,0,0,0,1524.32931,-280.66999999987274
323.796546,1,0,0,0,1524.32912,-280.8599999998478
323.996544,1,0,0,0,1524.32912,-280.8599999998478
324.196542,1,0,0,0,1524.32723,-282.74999999985084
324.39654,1,0,0,0,1524.32761,-282.36999999990076
324.596537,1,0,0,0,1524.32912,-280.8599999998478
324.796535,1,0,0,0,1524.32931,-280.66999999987274
324.996533,1,0,0,0,1524.33082,-279.16000000004715
325.196531,1,0,0,0,1524.32912,-280.8599999998478
325.396529,1,0,0,0,1524.32893,-281.0500000000502
325.596527,1,0,0,0,1524.32893,-281.0500000000502
325.796525,1,0,0,0,1524.33082,-279.16000000004715
325.996522,1,0,0,0,1524.33082,-279.16000000004715
326.19652,1,0,0,0,1524.32912,-280.8599999998478
326.396518,1,0,0,0,1524.32742,-282.5599999998758
326.596516,1,0,0,0,1524.32534,-284.6399999998539
326.796514,1,0,0,0,1524.32912,-280.8599999998478
326.996512,1,0,0,0,1524.32893,-281.0500000000502
327.19651,1,0,0,0,1524.32893,-281.0500000000502
327.396508,1,0,0,0,1524.32931,-280.66999999987274
327.596506,1,0,0,0,1524.32723,-282.74999999985084
327.796503,1,0,0,0,1524.32893,-281.0500000000502
327.996501,1,0,0,0,1524.33271,-277.2700000000441
328.196499,1,0,0,0,1524.32912,-280.8599999998478
328.396497,1,0,0,0,1524.32704,-282.94000000005326
328.596495,1,0,0,0,1524.32723,-282.74999999985084
328.796493,1,0,0,0,1524.33101,-278.96999999984473
328.996491,1,0,0,0,1524.32723,-282.74999999985084
329.196488,1,0,0,0,1524.32742,-282.5599999998758
329.396486,1,0,0,0,1524.32723,-282.74999999985084
329.596484,1,0,0,0,1524.32723,-282.74999999985084
329.796482,1,0,0,0,1524.32893,-281.0500000000502
329.99648,1,0,0,0,1524.32912,-280.8599999998478
330.196478,1,0,0,0,1524.32893,-281.0500000000502
330.396476,1,0,0,0,1524.32931,-280.66999999987274
330.596474,1,0,0,0,1524.32534,-284.6399999998539
330.796471,1,0,0,0,1524.32742,-282.5599999998758
330.996469,1,0,0,0,1524.32742,-282.5599999998758
331.196467,1,0,0,0,1524.32724,-282.7399999998761
331.396465,1,0,0,0,1524.32912,-280.8599999998478
331.596463,1,0,0,0,1524.32724,-282.7399999998761
331.796461,1,0,0,0,1524.32705,-282.92999999985113
331.996459,1,0,0,0,1524.32554,-284.4399999999041
332.196456,1,0,0,0,1524.32742,-282.5599999998758
332.396454,1,0,0,0,1524.32742,-282.5599999998758
332.596452,1,0,0,0,1524.32912,-280.8599999998478
332.79645,1,0,0,0,1524.32724,-282.7399999998761
332.996448,1,0,0,0,1524.32894,-281.0399999998481
333.196446,1,0,0,0,1524.32742,-282.5599999998758
333.396444,1,0,0,0,1524.32931,-280.66999999987274
333.596442,1,0,0,0,1524.32724,-282.7399999998761
333.796439,1,0,0,0,1524.32705,-282.92999999985113
333.996438,1,0,0,0,1524.32894,-281.0399999998481
334.196435,1,0,0,0,1524.32705,-282.92999999985113
334.396433,1,0,0,0,1524.32553,-284.44999999987886
334.596431,1,0,0,0,1524.32723,-282.74999999985084
334.796429,1,0,0,0,1524.32912,-280.8599999998478
334.996427,1,0,0,0,1524.32912,-280.8599999998478
335.196425,1,0,0,0,1524.32724,-282.7399999998761
335.396423,1,0,0,0,1524.32724,-282.7399999998761
335.59642,1,0,0,0,1524.33101,-278.96999999984473
335.796418,1,0,0,0,1524.32742,-282.5599999998758
335.996416,1,0,0,0,1524.32724,-282.7399999998761
336.196414,1,0,0,0,1524.32724,-282.7399999998761
336.396412,1,0,0,0,1524.32554,-284.4399999999041
336.59641,1,0,0,0,1524.32724,-282.7399999998761
336.796408,1,0,0,0,1524.32724,-282.7399999998761
336.996406,1,0,0,0,1524.32572,-284.2599999999038
337.196404,1,0,0,0,1524.32931,-280.66999999987274
