Time,CH1,CH2,CH3,CH4,Wavelength,delta_lambda_pm
48.799489,1,0,0,0,1523.6599,-5.479999999806751
48.999487,1,0,0,0,1523.66179,-3.5899999998036947
49.199485,1,0,0,0,1523.6599,-5.479999999806751
49.399482,1,0,0,0,1523.66349,-1.890000000003056
49.59948,1,0,0,0,1523.66179,-3.5899999998036947
49.799478,1,0,0,0,1523.66349,-1.890000000003056
49.999476,1,0,0,0,1523.6599,-5.479999999806751
50.199474,1,0,0,0,1523.66349,-1.890000000003056
50.399472,1,0,0,0,1523.66368,-1.6999999998006388
50.59947,1,0,0,0,1523.66179,-3.5899999998036947
50.799468,1,0,0,0,1523.6599,-5.479999999806751
50.999466,1,0,0,0,1523.66179,-3.5899999998036947
51.199464,1,0,0,0,1523.66179,-3.5899999998036947
51.399462,1,0,0,0,1523.6599,-5.479999999806751
51.599459,1,0,0,0,1523.66179,-3.5899999998036947
51.799457,1,0,0,0,1523.66009,-5.289999999831707
51.999455,1,0,0,0,1523.66179,-3.5899999998036947
52.199453,1,0,0,0,1523.66368,-1.6999999998006388
52.399451,1,0,0,0,1523.66179,-3.5899999998036947
52.599449,1,0,0,0,1523.66179,-3.5899999998036947
52.799447,1,0,0,0,1523.6599,-5.479999999806751
52.999445,1,0,0,0,1523.6599,-5.479999999806751
53.199443,1,0,0,0,1523.66537,-0.009999999974752427
53.399441,1,0,0,0,1523.66348,-1.8999999999778083
53.599439,1,0,0,0,1523.66179,-3.5899999998036947
53.799436,1,0,0,0,1523.66348,-1.8999999999778083
53.999434,1,0,0,0,1523.66348,-1.8999999999778083
54.199432,1,0,0,0,1523.66537,-0.009999999974752427
54.39943,1,0,0,0,1523.66349,-1.890000000003056
54.599428,1,0,0,0,1523.66368,-1.6999999998006388
54.799426,1,0,0,0,1523.66368,-1.6999999998006388
54.999424,1,0,0,0,1523.66368,-1.6999999998006388
55.199422,1,0,0,0,1523.66179,-3.5899999998036947
55.39942,1,0,0,0,1523.66349,-1.890000000003056
55.599418,1,0,0,0,1523.66179,-3.5899999998036947
55.799416,1,0,0,0,1523.66179,-3.5899999998036947
55.999413,1,0,0,0,1523.66009,-5.289999999831707
56.199412,1,0,0,0,1523.66179,-3.5899999998036947
56.399409,1,0,0,0,1523.66368,-1.6999999998006388
56.599407,1,0,0,0,1523.6616,-3.780000000006112
56.799405,1,0,0,0,1523.66179,-3.5899999998036947
56.999403,1,0,0,0,1523.66349,-1.890000000003056
57.199401,1,0,0,0,1523.66009,-5.289999999831707
57.399399,1,0,0,0,1523.66179,-3.5899999998036947
57.599397,1,0,0,0,1523.66009,-5.289999999831707
57.799395,1,0,0,0,1523.66368,-1.6999999998006388
57.999393,1,0,0,0,1523.66349,-1.890000000003056
58.19939,1,0,0,0,1523.6599,-5.479999999806751
58.399388,1,0,0,0,1523.66349,-1.890000000003056
58.599386,1,0,0,0,1523.6599,-5.479999999806751
58.799384,1,0,0,0,1523.6599,-5.479999999806751
58.999382,1,0,0,0,1523.66179,-3.5899999998036947
59.19938,1,0,0,0,1523.66179,-3.5899999998036947
59.399378,1,0,0,0,1523.66367,-1.7100000000027649
59.599376,1,0,0,0,1523.66179,-3.5899999998036947
59.799374,1,0,0,0,1523.66348,-1.8999999999778083
59.999372,1,0,0,0,1523.66179,-3.5899999998036947
60.199369,1,0,0,0,1523.6616,-3.780000000006112
60.399368,1,0,0,0,1523.66179,-3.5899999998036947
60.599365,1,0,0,0,1523.6616,-3.780000000006112
60.799363,1,0,0,0,1523.6599,-5.479999999806751
60.999361,1,0,0,0,1523.66179,-3.5899999998036947
61.199359,1,0,0,0,1523.66179,-3.5899999998036947
61.399357,1,0,0,0,1523.66179,-3.5899999998036947
61.599355,1,0,0,0,1523.66367,-1.7100000000027649
61.799353,1,0,0,0,1523.66179,-3.5899999998036947
61.999351,1,0,0,0,1523.6616,-3.780000000006112
62.199348,1,0,0,0,1523.66179,-3.5899999998036947
62.399347,1,0,0,0,1523.66179,-3.5899999998036947
62.599344,1,0,0,0,1523.66179,-3.5899999998036947
62.799342,1,0,0,0,1523.6616,-3.780000000006112
62.99934,1,0,0,0,1523.66367,-1.7100000000027649
63.199338,1,0,0,0,1523.66367,-1.7100000000027649
63.399336,1,0,0,0,1523.66348,-1.8999999999778083
63.599334,1,0,0,0,1523.66348,-1.8999999999778083
63.799332,1,0,0,0,1523.66179,-3.5899999998036947
63.99933,1,0,0,0,1523.66179,-3.5899999998036947
64.199328,1,0,0,0,1523.66348,-1.8999999999778083
64.399325,1,0,0,0,1523.66178,-3.6000000000058208
64.599324,1,0,0,0,1523.66367,-1.7100000000027649
64.799321,1,0,0,0,1523.66348,-1.8999999999778083
64.999319,1,0,0,0,1523.66537,-0.009999999974752427
65.199317,1,0,0,0,1523.66178,-3.6000000000058208
65.399315,1,0,0,0,1523.66348,-1.8999999999778083
65.599313,1,0,0,0,1523.66178,-3.6000000000058208
65.799311,1,0,0,0,1523.66178,-3.6000000000058208
65.999309,1,0,0,0,1523.66348,-1.8999999999778083
66.199307,1,0,0,0,1523.66348,-1.8999999999778083
66.399305,1,0,0,0,1523.66367,-1.7100000000027649
66.599303,1,0,0,0,1523.66367,-1.7100000000027649
66.7993,1,0,0,0,1523.66367,-1.7100000000027649
66.999298,1,0,0,0,1523.66348,-1.8999999999778083
67.199296,1,0,0,0,1523.66348,-1.8999999999778083
67.399294,1,0,0,0,1523.66367,-1.7100000000027649
67.599292,1,0,0,0,1523.66348,-1.8999999999778083
67.79929,1,0,0,0,1523.66178,-3.6000000000058208
67.999288,1,0,0,0,1523.66348,-1.8999999999778083
68.199286,1,0,0,0,1523.66367,-1.7100000000027649
68.399284,1,0,0,0,1523.66178,-3.6000000000058208
68.599282,1,0,0,0,1523.66178,-3.6000000000058208
68.79928,1,0,0,0,1523.66348,-1.8999999999778083
68.999277,1,0,0,0,1523.66178,-3.6000000000058208
69.199275,1,0,0,0,1523.66178,-3.6000000000058208
69.399273,1,0,0,0,1523.65989,-5.490000000008877
69.599271,1,0,0,0,1523.66178,-3.6000000000058208
69.799269,1,0,0,0,1523.65989,-5.490000000008877
69.999267,1,0,0,0,1523.65989,-5.490000000008877
70.199265,1,0,0,0,1523.66178,-3.6000000000058208
70.399263,1,0,0,0,1523.66178,-3.6000000000058208
70.599261,1,0,0,0,1523.66178,-3.6000000000058208
70.799259,1,0,0,0,1523.66178,-3.6000000000058208
70.999257,1,0,0,0,1523.65989,-5.490000000008877
71.199255,1,0,0,0,1523.66178,-3.6000000000058208
71.399252,1,0,0,0,1523.66178,-3.6000000000058208
71.59925,1,0,0,0,1523.66348,-1.8999999999778083
71.799248,1,0,0,0,1523.66008,-5.2999999998064595
71.999246,1,0,0,0,1523.66367,-1.7100000000027649
72.199244,1,0,0,0,1523.66348,-1.8999999999778083
72.399242,1,0,0,0,1523.66178,-3.6000000000058208
72.59924,1,0,0,0,1523.66159,-3.7899999999808642
72.799238,1,0,0,0,1523.66178,-3.6000000000058208
72.999236,1,0,0,0,1523.66178,-3.6000000000058208
73.199234,1,0,0,0,1523.66348,-1.8999999999778083
73.399231,1,0,0,0,1523.66178,-3.6000000000058208
73.599229,1,0,0,0,1523.66367,-1.7100000000027649
73.799227,1,0,0,0,1523.66348,-1.8999999999778083
73.999225,1,0,0,0,1523.66178,-3.6000000000058208
74.199223,1,0,0,0,1523.66537,-0.009999999974752427
74.399221,1,0,0,0,1523.66367,-1.7100000000027649
74.599219,1,0,0,0,1523.66178,-3.6000000000058208
74.799217,1,0,0,0,1523.66367,-1.7100000000027649
74.999215,1,0,0,0,1523.66178,-3.6000000000058208
75.199213,1,0,0,0,1523.66348,-1.8999999999778083
75.39921,1,0,0,0,1523.66348,-1.8999999999778083
75.599209,1,0,0,0,1523.66178,-3.6000000000058208
75.799206,1,0,0,0,1523.66367,-1.7100000000027649
75.999204,1,0,0,0,1523.66348,-1.8999999999778083
76.199202,1,0,0,0,1523.66178,-3.6000000000058208
76.3992,1,0,0,0,1523.66178,-3.6000000000058208
76.599198,1,0,0,0,1523.66537,-0.009999999974752427
76.799196,1,0,0,0,1523.66367,-1.7100000000027649
76.999194,1,0,0,0,1523.66367,-1.7100000000027649
77.199192,1,0,0,0,1523.66348,-1.8999999999778083
77.399189,1,0,0,0,1523.66367,-1.7100000000027649
77.599188,1,0,0,0,1523.66178,-3.6000000000058208
77.799186,1,0,0,0,1523.66537,-0.009999999974752427
77.999183,1,0,0,0,1523.66555,0.1700000000255386
78.199181,1,0,0,0,1523.66367,-1.7100000000027649
78.399179,1,0,0,0,1523.66367,-1.7100000000027649
78.599177,1,0,0,0,1523.66367,-1.7100000000027649
78.799175,1,0,0,0,1523.66367,-1.7100000000027649
78.999173,1,0,0,0,1523.66348,-1.8999999999778083
79.199171,1,0,0,0,1523.66537,-0.009999999974752427
79.399169,1,0,0,0,1523.66556,0.18000000000029104
79.599167,1,0,0,0,1523.66367,-1.7100000000027649
79.799165,1,0,0,0,1523.66348,-1.8999999999778083
79.999162,1,0,0,0,1523.66367,-1.7100000000027649
80.19916,1,0,0,0,1523.66348,-1.8999999999778083
80.399158,1,0,0,0,1523.66367,-1.7100000000027649
80.599156,1,0,0,0,1523.66178,-3.6000000000058208
80.799154,1,0,0,0,1523.66348,-1.8999999999778083
80.999152,1,0,0,0,1523.66178,-3.6000000000058208
81.19915,1,0,0,0,1523.66178,-3.6000000000058208
81.399148,1,0,0,0,1523.66348,-1.8999999999778083
81.599146,1,0,0,0,1523.66178,-3.6000000000058208
81.799144,1,0,0,0,1523.66367,-1.7100000000027649
81.999142,1,0,0,0,1523.66178,-3.6000000000058208
82.199139,1,0,0,0,1523.65989,-5.490000000008877
82.399137,1,0,0,0,1523.66348,-1.8999999999778083
82.599135,1,0,0,0,1523.66348,-1.8999999999778083
82.799133,1,0,0,0,1523.66348,-1.8999999999778083
82.999131,1,0,0,0,1523.66347,-1.9099999999525608
83.199129,1,0,0,0,1523.66178,-3.6000000000058208
83.399127,1,0,0,0,1523.66347,-1.9099999999525608
83.599125,1,0,0,0,1523.66178,-3.6000000000058208
83.799123,1,0,0,0,1523.66178,-3.6000000000058208
83.999121,1,0,0,0,1523.66178,-3.6000000000058208
84.199118,1,0,0,0,1523.66348,-1.8999999999778083
84.399116,1,0,0,0,1523.66348,-1.8999999999778083
84.599114,1,0,0,0,1523.66178,-3.6000000000058208
84.799112,1,0,0,0,1523.66348,-1.8999999999778083
84.99911,1,0,0,0,1523.66367,-1.7100000000027649
85.199108,1,0,0,0,1523.66348,-1.8999999999778083
85.399106,1,0,0,0,1523.66178,-3.6000000000058208
85.599104,1,0,0,0,1523.66348,-1.8999999999778083
85.799102,1,0,0,0,1523.66348,-1.8999999999778083
85.9991,1,0,0,0,1523.66178,-3.6000000000058208
86.199097,1,0,0,0,1523.66178,-3.6000000000058208
86.399095,1,0,0,0,1523.66367,-1.7100000000027649
86.599093,1,0,0,0,1523.66348,-1.8999999999778083
86.799091,1,0,0,0,1523.66348,-1.8999999999778083
86.999089,1,0,0,0,1523.66555,0.1700000000255386
87.199087,1,0,0,0,1523.66367,-1.7100000000027649
87.399085,1,0,0,0,1523.66348,-1.8999999999778083
87.599083,1,0,0,0,1523.66178,-3.6000000000058208
87.799081,1,0,0,0,1523.66725,1.870000000053551
87.999079,1,0,0,0,1523.66537,-0.009999999974752427
88.199077,1,0,0,0,1523.66178,-3.6000000000058208
88.399075,1,0,0,0,1523.66537,-0.009999999974752427
88.599072,1,0,0,0,1523.66348,-1.8999999999778083
88.79907,1,0,0,0,1523.66348,-1.8999999999778083
88.999068,1,0,0,0,1523.66348,-1.8999999999778083
89.199066,1,0,0,0,1523.66348,-1.8999999999778083
89.399064,1,0,0,0,1523.66348,-1.8999999999778083
89.599062,1,0,0,0,1523.66537,-0.009999999974752427
89.79906,1,0,0,0,1523.66367,-1.7100000000027649
89.999058,1,0,0,0,1523.66348,-1.8999999999778083
90.199056,1,0,0,0,1523.66367,-1.7100000000027649
90.399054,1,0,0,0,1523.66367,-1.7100000000027649
90.599051,1,0,0,0,1523.66537,-0.009999999974752427
90.799049,1,0,0,0,1523.66556,0.18000000000029104
90.999047,1,0,0,0,1523.66726,1.8800000000283035
91.199045,1,0,0,0,1523.66178,-3.6000000000058208
91.399043,1,0,0,0,1523.66537,-0.009999999974752427
91.599041,1,0,0,0,1523.66367,-1.7100000000027649
91.799039,1,0,0,0,1523.66367,-1.7100000000027649
91.999037,1,0,0,0,1523.66537,-0.009999999974752427
92.199035,1,0,0,0,1523.66556,0.18000000000029104
92.399033,1,0,0,0,1523.66707,1.69000000005326
92.599032,1,0,0,0,1523.66556,0.18000000000029104
92.799028,1,0,0,0,1523.66367,-1.7100000000027649
92.999027,1,0,0,0,1523.66537,-0.009999999974752427
93.199024,1,0,0,0,1523.66537,-0.009999999974752427
93.399022,1,0,0,0,1523.66556,0.18000000000029104
93.59902,1,0,0,0,1523.66556,0.18000000000029104
93.799018,1,0,0,0,1523.66367,-1.7100000000027649
93.999016,1,0,0,0,1523.66556,0.18000000000029104
94.199014,1,0,0,0,1523.66367,-1.7100000000027649
94.399012,1,0,0,0,1523.66367,-1.7100000000027649
94.59901,1,0,0,0,1523.66348,-1.8999999999778083
94.799008,1,0,0,0,1523.66367,-1.7100000000027649
94.999006,1,0,0,0,1523.66178,-3.6000000000058208
95.199003,1,0,0,0,1523.66348,-1.8999999999778083
95.399001,1,0,0,0,1523.66178,-3.6000000000058208
95.598999,1,0,0,0,1523.66348,-1.8999999999778083
95.798997,1,0,0,0,1523.66348,-1.8999999999778083
95.998995,1,0,0,0,1523.66367,-1.7100000000027649
96.198993,1,0,0,0,1523.66367,-1.7100000000027649
96.398991,1,0,0,0,1523.66348,-1.8999999999778083
96.598989,1,0,0,0,1523.66556,0.18000000000029104
96.798987,1,0,0,0,1523.66367,-1.7100000000027649
96.998985,1,0,0,0,1523.66537,-0.009999999974752427
